Customer_ID,tradeDate,ticker,Side,Quantity,Px,TradeCurrency,FeeUSD
C100184,2025-07-23,ZNK,SELL,-325,90.6,ILS,
C100781,2025-08-25,AKOAQ,BUY,411,209.17,USD,4.88
C100223,2025-08-07,NTVB,SELL,-168,75.43,EUR,
C100073,2025-07-30,OUJ,SELL,-125,25.0,EUR,
C100496,2025-06-27,VYUH,SELL,-181,287.84,USD,3.21
C100408,2025-08-04,DTBYQ,BUY,207,362.21,ILS,
C100363,2025-06-20,CTGDC,SELL,-478,352.75,USD,6.75
C100256,2025-06-10,OYIT,SELL,-453,123.1,ILS,
C100329,2025-06-26,JRRO,SELL,-496,330.71,EUR,
C100307,2025-08-15,XYKK,SELL,-139,245.76,ILS,
C100075,2025-08-19,CCD,BUY,386,205.37,USD,7.33
C100864,2025-07-18,CSEG,SELL,-444,60.21,USD,6.36
C100013,2025-06-09,HKNX,BUY,381,45.63,EUR,
C100894,2025-06-20,IUGA,BUY,34,152.62,GBP,
C100378,2025-08-22,NGDLP,SELL,-393,315.19,GBP,
C100190,2025-07-07,WKQEY,SELL,-247,298.27,GBP,
C100634,2025-07-16,LPNIP,BUY,235,290.63,GBP,
C100308,2025-06-05,OBNT,SELL,-179,228.88,ILS,
C100444,2025-07-25,NLZBM,SELL,-180,57.79,ILS,
C100540,2025-07-28,BQXZT,BUY,416,136.26,GBP,
C100638,2025-08-27,YAV,SELL,-5,215.47,GBP,
C100965,2025-07-25,CLRJD,BUY,253,355.13,EUR,
C100326,2025-08-28,CCD,BUY,371,54.4,GBP,
C100148,2025-06-30,AHTX,BUY,431,235.33,USD,6.77
C100799,2025-07-09,HSSU,SELL,-17,308.96,ILS,
C100012,2025-07-24,ZTSC,BUY,146,205.88,GBP,
C100191,2025-07-02,ZPDCR,BUY,159,254.78,EUR,
C100134,2025-07-22,RKVOC,BUY,460,53.93,EUR,
C100652,2025-07-17,CRHS,BUY,110,40.67,USD,1.52
C100499,2025-07-29,DTP,BUY,138,69.28,EUR,
C100523,2025-06-03,NTVB,BUY,68,213.81,ILS,
C100072,2025-08-13,GGOC,SELL,-97,72.02,ILS,
C100011,2025-07-15,BWX,BUY,59,309.61,GBP,
C100112,2025-06-10,QIZZ,SELL,-182,358.42,EUR,
C100223,2025-06-18,UPV,BUY,437,18.35,EUR,
C100582,2025-06-06,RNQ,SELL,-56,9.41,GBP,
C100714,2025-06-10,RDHG,BUY,80,45.51,ILS,
C100206,2025-08-05,GJQJR,BUY,352,67.98,ILS,
C100501,2025-07-02,DGNK,SELL,-17,227.29,EUR,
C100514,2025-08-04,GSHRU,SELL,-82,183.39,EUR,
C100414,2025-06-18,WMF,BUY,431,255.53,ILS,
C100883,2025-07-04,IGRIG,BUY,46,186.02,USD,5.21
C100809,2025-08-19,RKUX,BUY,2,345.87,GBP,
C100161,2025-07-22,BHZY,BUY,485,110.18,USD,9.53
C100749,2025-08-28,WDZKD,SELL,-103,249.46,GBP,
C100381,2025-08-12,BTQGT,SELL,-377,235.33,EUR,
C100959,2025-06-13,PSBT,BUY,274,29.97,USD,7.7
C100166,2025-06-12,LSI,BUY,182,112.07,USD,3.18
C100479,2025-06-16,MAQUS,BUY,181,220.88,EUR,
C100857,2025-06-20,aqhw,SELL,-203,339.02,ILS,
C100604,2025-08-28,IMG,SELL,-182,370.01,GBP,
C100977,2025-08-11,AZSVP,SELL,-337,237.41,ILS,
C100125,2025-08-20,YBY,BUY,432,374.25,ILS,
C100731,2025-07-17,BADQB,SELL,-122,392.96,GBP,
C100110,2025-08-05,RZPY,SELL,-205,244.93,ILS,
C100292,2025-07-30,QGXD,SELL,-57,29.73,EUR,
C100300,2025-07-09,EZGC,BUY,96,184.8,EUR,
C100947,2025-08-29,VRZ,BUY,316,273.82,USD,4.04
C100802,2025-08-05,QPC,BUY,427,382.07,GBP,
C100514,2025-07-28,DZI,SELL,-482,173.66,ILS,
C100950,2025-07-01,NXVG,SELL,-69,389.71,ILS,
C100269,2025-06-19,GNN,SELL,-168,394.01,GBP,
C100871,2025-07-07,ZMKI,BUY,278,330.28,USD,4.51
C100042,2025-08-06,JDF,SELL,-27,282.91,EUR,
C100510,2025-07-17,HZRHO,BUY,163,17.75,GBP,
C100442,2025-07-21,PVRH,SELL,-4,351.3,EUR,
C100068,2025-06-11,AZSVP,BUY,188,218.2,EUR,
C100540,2025-08-15,QKP,BUY,144,352.45,GBP,
C100101,2025-08-20,LCRVI,SELL,-1,398.99,EUR,
C100586,2025-08-12,UZXTV,BUY,324,44.93,EUR,
C100199,2025-06-06,PFCH,BUY,139,355.26,GBP,
C100124,2025-06-16,JHDE,BUY,79,183.23,EUR,
C100858,2025-08-19,RJK,BUY,33,27.32,ILS,
C100101,2025-06-27,JLV,SELL,-404,111.99,GBP,
C100714,2025-08-25,AFD,BUY,213,258.12,GBP,
C100952,2025-07-14,GCLLZ,BUY,145,266.13,USD,1.81
C100573,2025-06-17,GTYH,BUY,73,252.1,EUR,
C100175,2025-08-01,GERAA,SELL,-182,322.16,ILS,
C100026,2025-06-05,KDIJV,SELL,-370,386.26,ILS,
C100874,2025-07-18,USFP,BUY,64,143.84,GBP,
C100315,2025-06-26,UWVG,SELL,-398,88.99,ILS,
C100978,2025-06-19,ZQKZJ,SELL,-304,43.7,ILS,
C100194,2025-07-28,HPZMD,SELL,-36,120.23,EUR,
C100606,2025-07-23,ZGJ,SELL,-93,351.96,EUR,
C100835,2025-08-08,ANHZ,SELL,-120,357.42,GBP,
C100127,2025-08-12,JYUH,BUY,461,69.58,USD,5.08
C100499,2025-08-12,GGOC,SELL,-487,67.76,EUR,
C100461,2025-06-30,MYA,SELL,-203,193.51,USD,4.42
C100849,2025-07-10,RBQI,BUY,70,37.39,USD,2.56
C100401,2025-06-25,PJAWE,BUY,333,207.04,USD,6.71
C100110,2025-06-18,NHV,BUY,338,245.85,ILS,
C100034,2025-07-23,SUB,BUY,176,52.45,ILS,
C100557,2025-07-11,ZDZW,SELL,-141,373.55,ILS,
C100306,2025-08-06,PAG,BUY,317,322.81,EUR,
C100120,2025-06-02,QWO,SELL,-414,162.6,EUR,
C100047,2025-08-26,HOO,BUY,380,126.47,USD,4.65
C100643,2025-07-11,KCIRN,SELL,-258,87.19,USD,4.61
C100433,2025-09-01,XUWX,SELL,-408,177.47,USD,4.59
C100940,2025-08-26,GBP,SELL,-345,113.48,USD,6.41
C100595,2025-08-18,SMGRA,SELL,-467,383.96,ILS,
C100889,2025-06-12,HRYDD,SELL,-376,134.17,ILS,
C100393,2025-08-12,BZP,BUY,444,309.18,GBP,
C100561,2025-07-25,FET,SELL,-406,344.36,GBP,
C100681,2025-07-31,AJLY,SELL,-419,234.3,USD,6.28
C100923,2025-07-23,DZI,SELL,-238,324.71,GBP,
C100227,2025-07-23,IQUI,SELL,-371,363.54,GBP,
C100109,2025-07-30,FVOPV,SELL,-110,332.31,EUR,
C100505,2025-08-14,RJBRI,SELL,-348,125.25,ILS,
C100963,2025-06-19,DWBKS,BUY,123,227.95,GBP,
C100377,2025-07-18,FVOPV,SELL,-366,216.14,USD,6.56
C100711,2025-07-03,QYXRA,BUY,242,96.45,USD,4.82
C100080,2025-06-19,PZVHJ,SELL,-268,302.12,ILS,
C100529,2025-08-11,RMAH,BUY,423,183.46,EUR,
C100305,2025-08-14,TZC,SELL,-267,325.5,ILS,
C100940,2025-06-02,LBGDH,BUY,6,76.99,GBP,
C100376,2025-08-29,ZQKZJ,SELL,-295,345.37,EUR,
C100444,2025-07-24,LJJEF,BUY,181,85.21,EUR,
C100836,2025-07-08,HZOM,BUY,9,79.17,GBP,
C100631,2025-06-03,GLHTL,SELL,-356,386.48,USD,6.41
C100339,2025-06-16,AJLY,SELL,-432,159.85,EUR,
C100403,2025-07-02,QGJ,SELL,-105,43.54,GBP,
C100546,2025-06-23,QTSFL,SELL,-143,137.26,EUR,
C100100,2025-06-03,OJLHF,SELL,-498,289.51,GBP,
C100988,2025-07-17,QTSFL,SELL,-447,379.21,EUR,
C100422,2025-07-25,WKQEY,SELL,-152,317.96,ILS,
C100119,2025-06-12,CROZ,BUY,133,124.9,ILS,
C100961,2025-08-06,YFA,SELL,-8,15.28,ILS,
C100645,2025-07-03,HSSU,BUY,46,274.76,USD,3.38
C100025,2025-06-20,CFQZ,BUY,114,282.42,EUR,
C100445,2025-06-27,AOC,SELL,-352,291.14,ILS,
C100796,2025-07-01,UFU,BUY,253,176.77,EUR,
C100236,2025-06-30,PWETB,SELL,-428,79.31,EUR,
C100326,2025-08-06,ESMX,SELL,-301,89.26,ILS,
C100241,2025-07-25,CROZ,BUY,311,162.41,ILS,
C100063,2025-06-13,PFCH,SELL,-146,98.08,ILS,
C100765,2025-07-28,OBNT,BUY,239,207.29,GBP,
C100331,2025-07-04,HYQTC,BUY,359,101.28,ILS,
C100770,2025-07-25,BUJ,BUY,175,166.79,ILS,
C100661,2025-06-02,OYIT,BUY,425,288.66,GBP,
C100189,2025-07-29,CIM,BUY,381,360.03,GBP,
C100402,2025-07-07,PNM,BUY,402,384.89,EUR,
C100811,2025-08-26,LPNIP,SELL,-401,293.47,USD,8.38
C100458,2025-08-05,ANHZ,SELL,-482,269.25,EUR,
C100519,2025-07-18,QSC,SELL,-266,368.48,USD,6.37
C100535,2025-08-20,BADQB,SELL,-33,390.91,ILS,
C100995,2025-08-20,BLHH,SELL,-340,199.09,EUR,
C100523,2025-08-28,SYQ,BUY,330,338.75,ILS,
C100762,2025-07-24,NLUC,BUY,86,198.03,USD,1.96
C100024,2025-08-07,OER,SELL,-412,140.37,GBP,
C100053,2025-06-18,NOI,SELL,-285,270.54,ILS,
C100241,2025-09-01,NGDLP,BUY,201,60.66,GBP,
C100460,2025-06-27,HRYDD,SELL,-325,158.65,GBP,
C100907,2025-06-20,ECNQI,BUY,41,92.67,ILS,
C100299,2025-06-06,NHV,BUY,246,163.54,USD,6.84
C100113,2025-07-01,BADQB,BUY,195,340.27,GBP,
C100258,2025-06-25,ZGOJ,SELL,-387,26.42,USD,3.93
C100749,2025-06-25,CJO,BUY,494,3.08,USD,8.84
C100985,2025-07-25,ZVW,SELL,-172,345.23,ILS,
C100251,2025-06-19,NXVG,BUY,425,80.07,ILS,
C100991,2025-06-26,DTBYQ,SELL,-265,85.1,ILS,
C100430,2025-06-18,SND,BUY,135,314.76,ILS,
C100478,2025-06-10,BTSV,SELL,-220,103.78,GBP,
C100959,2025-08-22,UWVG,BUY,268,338.82,USD,2.91
C100701,2025-08-07,YBU,BUY,93,251.01,EUR,
C100617,2025-07-31,PLUGD,SELL,-171,6.31,USD,6.12
C100913,2025-08-13,THP,BUY,47,311.68,GBP,
C100440,2025-06-11,GLHTL,SELL,-121,307.41,GBP,
C100319,2025-07-03,GZJA,SELL,-247,250.56,USD,4.87
C100603,2025-08-11,GZUXF,BUY,244,279.12,ILS,
C100127,2025-07-21,KUL,SELL,-493,74.75,USD,9.25
C100302,2025-08-14,LPNIP,SELL,-64,177.01,USD,1.31
C100519,2025-06-05,DWBKS,BUY,478,9.64,ILS,
C100252,2025-08-14,GTYH,SELL,-495,118.32,USD,9.91
C100015,2025-08-21,NGXB,SELL,-396,17.32,GBP,
C100060,2025-08-18,AZSVP,SELL,-206,176.45,GBP,
C100776,2025-07-17,AFUX,SELL,-71,39.18,EUR,
C100320,2025-07-11,QIJWM,SELL,-237,103.2,EUR,
C100259,2025-07-28,WIS,SELL,-70,90.29,GBP,
C100416,2025-06-02,LCSL,BUY,157,136.75,EUR,
C100181,2025-08-19,RHI,BUY,328,104.67,ILS,
C100281,2025-07-07,LMHK,SELL,-458,60.93,USD,8.45
C100725,2025-08-06,NIACK,SELL,-340,28.35,GBP,
C100579,2025-08-25,MVXJK,BUY,60,129.56,GBP,
C100130,2025-07-11,SHAYC,BUY,25,28.15,GBP,
C100964,2025-06-27,TTH,BUY,14,91.53,EUR,
C100294,2025-08-25,QBZ,BUY,24,201.26,USD,4.72
C100246,2025-07-03,KEJT,SELL,-330,293.22,ILS,
C100888,2025-09-01,XFXRO,SELL,-283,39.76,GBP,
C100489,2025-06-12,OUJ,BUY,393,284.68,ILS,
C100658,2025-07-04,TSK,BUY,277,153.38,GBP,
C100388,2025-07-14,NFOR,BUY,76,176.89,EUR,
C100495,2025-06-17,THX,SELL,-98,339.37,ILS,
C100982,2025-06-19,IRRD,SELL,-147,308.76,USD,2.73
C100469,2025-07-31,PZVHJ,BUY,200,126.62,USD,5.78
C100178,2025-08-26,LPNIP,SELL,-356,336.95,GBP,
C100530,2025-07-08,USFP,SELL,-358,89.46,EUR,
C100315,2025-08-07,NGDLP,BUY,231,255.53,EUR,
C100619,2025-06-02,ITQ,BUY,38,278.16,GBP,
C100359,2025-06-06,DZI,BUY,311,163.14,ILS,
C100002,2025-08-11,EKJCY,BUY,71,151.03,USD,2.12
C100056,2025-07-17,AJOLB,SELL,-30,303.19,EUR,
C100346,2025-08-12,KVK,BUY,437,268.41,USD,5.28
C100906,2025-07-03,aqhw,SELL,-357,314.52,EUR,
C100917,2025-06-06,PAG,BUY,459,22.98,ILS,
C100359,2025-07-14,BTQGT,BUY,173,126.54,GBP,
C100572,2025-07-31,FIWZH,SELL,-40,157.21,ILS,
C100605,2025-06-03,MVXJK,BUY,280,89.82,EUR,
C100190,2025-06-30,TARPY,BUY,209,133.39,GBP,
C100003,2025-07-10,JURY,SELL,-148,122.27,EUR,
C100572,2025-07-29,WOO,SELL,-400,132.43,GBP,
C100214,2025-06-26,TEDO,BUY,135,162.61,GBP,
C100649,2025-07-16,AJDX,SELL,-63,138.96,USD,1.21
C100716,2025-06-02,BBYX,SELL,-234,313.49,GBP,
C100249,2025-07-22,XEAK,BUY,53,179.31,USD,4.8
C100119,2025-08-22,UZXTV,SELL,-346,329.33,EUR,
C100429,2025-08-13,BQXZT,BUY,345,6.42,EUR,
C100270,2025-06-16,GZUXF,SELL,-52,342.99,EUR,
C100037,2025-08-22,ZIKTN,SELL,-253,141.28,EUR,
C100238,2025-07-08,ZUUP,SELL,-75,124.58,EUR,
C100463,2025-08-29,TMP,BUY,405,327.9,EUR,
C100232,2025-08-13,ZHWU,BUY,401,222.08,ILS,
C100121,2025-08-14,MVXJK,BUY,216,89.56,USD,2.28
C100674,2025-07-25,ANLR,SELL,-190,34.39,USD,5.7
C100294,2025-07-15,LXO,BUY,276,192.83,EUR,
C100352,2025-06-18,QKP,BUY,398,203.45,GBP,
C100415,2025-07-09,JFG,BUY,107,342.59,EUR,
C100308,2025-07-25,KBXO,SELL,-415,256.65,ILS,
C100972,2025-06-24,OOX,SELL,-180,136.79,ILS,
C100087,2025-08-04,NFOR,SELL,-355,252.61,USD,6.46
C100235,2025-07-08,ANLR,BUY,276,183.86,GBP,
C100727,2025-08-21,IYFI,SELL,-160,10.27,USD,1.77
C100572,2025-06-18,EMWB,SELL,-420,7.04,ILS,
C100524,2025-08-25,NHV,SELL,-291,340.28,EUR,
C100630,2025-08-18,PLUGD,BUY,461,130.47,EUR,
C100584,2025-08-27,JRRO,SELL,-228,239.7,EUR,
C100030,2025-07-08,MITJY,BUY,301,144.97,GBP,
C100167,2025-07-24,PJAWE,BUY,255,287.22,USD,2.67
C100121,2025-08-14,GMC,SELL,-36,377.34,USD,5.17
C100248,2025-07-15,REZ,BUY,259,262.46,USD,5.7
C100216,2025-07-07,UAOYK,SELL,-481,2.95,GBP,
C100588,2025-07-29,AJLY,BUY,377,149.13,EUR,
C100762,2025-08-27,ATE,BUY,311,53.26,USD,4.83
C100045,2025-06-18,VFKM,SELL,-195,308.27,ILS,
C100407,2025-06-19,KUL,SELL,-362,272.99,USD,7.28
C100255,2025-06-13,QIZZ,BUY,55,342.62,ILS,
C100280,2025-07-18,DBY,BUY,319,105.6,USD,4.88
C100233,2025-08-12,NHV,SELL,-477,183.14,EUR,
C100118,2025-08-18,AOJU,BUY,417,15.43,USD,8.54
C100283,2025-06-19,SOHH,BUY,495,90.24,GBP,
C100662,2025-06-12,UGD,BUY,389,218.91,USD,4.86
C100173,2025-06-26,TEH,SELL,-328,201.05,GBP,
C100954,2025-07-28,ETUOT,BUY,330,325.72,USD,5.96
C100070,2025-08-14,LDXCH,SELL,-63,271.08,GBP,
C100685,2025-06-04,KCIRN,SELL,-76,340.62,GBP,
C100965,2025-08-08,EMWB,SELL,-28,30.44,USD,3.84
C100075,2025-07-16,FZETA,BUY,443,329.22,EUR,
C100078,2025-07-03,FET,BUY,343,226.23,EUR,
C100863,2025-07-11,QPC,SELL,-362,244.14,EUR,
C100916,2025-06-30,BADQB,BUY,448,14.29,EUR,
C100375,2025-07-15,WLW,SELL,-481,97.12,GBP,
C100912,2025-07-01,UUE,SELL,-469,137.85,ILS,
C100170,2025-08-19,NSL,SELL,-390,220.97,USD,7.75
C100917,2025-06-18,PTCVZ,BUY,100,238.15,ILS,
C100325,2025-08-19,RJBRI,BUY,491,23.42,ILS,
C100877,2025-06-02,HRYDD,BUY,360,41.71,ILS,
C100718,2025-06-03,AJLY,SELL,-101,170.19,EUR,
C100405,2025-06-03,JAJTW,BUY,62,115.27,EUR,
C100680,2025-07-22,YENP,SELL,-168,123.68,USD,1.93
C100441,2025-08-07,DYD,SELL,-174,124.93,ILS,
C100432,2025-08-27,KUYA,BUY,350,94.14,EUR,
C100495,2025-07-28,NGXB,SELL,-357,4.74,EUR,
C100160,2025-06-24,KOGMS,BUY,295,264.61,EUR,
C100651,2025-07-30,YADL,SELL,-68,383.06,ILS,
C100299,2025-07-17,THP,BUY,70,220.61,EUR,
C100004,2025-08-06,TFNN,BUY,386,322.67,USD,6.7
C100223,2025-07-16,CCD,BUY,482,60.61,USD,6.87
C100243,2025-06-25,ELSO,BUY,209,177.09,EUR,
C100800,2025-08-08,TIHE,BUY,340,67.93,GBP,
C100986,2025-08-08,SUB,SELL,-71,50.64,ILS,
C100205,2025-08-07,AITDJ,BUY,38,169.45,ILS,
C100584,2025-07-22,FPIS,BUY,115,16.11,GBP,
C100019,2025-08-13,UPV,SELL,-473,10.19,GBP,
C100318,2025-06-12,AJDX,SELL,-122,159.67,GBP,
C100474,2025-06-27,QPC,SELL,-357,205.9,EUR,
C100051,2025-08-29,CSEG,BUY,241,44.93,EUR,
C100962,2025-06-24,EZEH,SELL,-279,245.98,GBP,
C100825,2025-07-29,CYLG,SELL,-191,349.74,USD,3.99
C100486,2025-09-01,TIHE,BUY,334,146.41,EUR,
C100892,2025-07-07,HUMGL,BUY,440,37.98,ILS,
C100991,2025-07-18,JJH,SELL,-285,393.79,USD,4.29
C100053,2025-06-02,ZTSC,BUY,340,153.09,GBP,
C100443,2025-08-25,UZW,SELL,-454,115.44,USD,8.47
C100229,2025-07-16,TEDO,SELL,-462,10.39,ILS,
C100311,2025-06-27,JRRO,BUY,198,149.19,USD,4.24
C100843,2025-07-01,UCFR,SELL,-338,100.36,ILS,
C100577,2025-07-11,aqhw,SELL,-134,206.76,GBP,
C100512,2025-08-18,HKDYH,SELL,-170,155.15,EUR,
C100873,2025-06-24,IVNSH,SELL,-347,389.88,EUR,
C100824,2025-06-16,RJBRI,BUY,251,63.78,GBP,
C100129,2025-06-06,FIWZH,SELL,-393,126.85,GBP,
C100704,2025-06-12,QRS,SELL,-42,29.73,GBP,
C100468,2025-06-05,ZYNVB,BUY,187,356.1,USD,5.77
C100079,2025-07-25,HRYDD,SELL,-411,305.06,GBP,
C100470,2025-07-02,IVNSH,BUY,77,181.0,GBP,
C100380,2025-08-26,AKOAQ,BUY,210,52.06,GBP,
C100523,2025-06-11,ZHZR,BUY,57,243.3,EUR,
C100821,2025-07-01,BBYX,BUY,241,36.08,ILS,
C100872,2025-08-19,RBQI,BUY,50,225.54,ILS,
C100731,2025-07-14,BMNSU,SELL,-484,235.25,EUR,
C100678,2025-08-06,REZ,BUY,142,244.02,USD,2.64
C100612,2025-08-06,WLW,BUY,24,299.61,GBP,
C100463,2025-07-02,UWVG,BUY,117,70.26,EUR,
C100188,2025-08-12,NBGWL,BUY,413,231.52,USD,4.91
C100092,2025-07-22,OGJGR,SELL,-323,306.08,EUR,
C100402,2025-07-01,GERAA,BUY,280,6.51,USD,6.05
C100935,2025-06-25,CRHS,BUY,327,341.23,GBP,
C100152,2025-07-04,LVQP,SELL,-452,232.06,USD,7.33
C100736,2025-07-18,MVXJK,BUY,105,385.69,GBP,
C100415,2025-06-26,CPIKH,SELL,-473,312.95,ILS,
C100523,2025-07-07,JLV,SELL,-265,5.32,USD,2.87
C100137,2025-07-23,VTRPU,BUY,490,15.52,GBP,
C100491,2025-06-16,BUJ,SELL,-236,245.86,GBP,
C100403,2025-07-08,VQU,BUY,170,334.6,USD,3.83
C100637,2025-07-15,LCRVI,BUY,15,174.14,ILS,
C100040,2025-06-30,SEHZP,BUY,302,225.65,ILS,
C100268,2025-06-20,ZTSC,BUY,53,201.54,ILS,
C100604,2025-07-18,ETUOT,SELL,-485,384.56,EUR,
C100266,2025-08-05,AFD,BUY,257,7.68,ILS,
C100667,2025-06-16,USVXZ,SELL,-378,381.82,GBP,
C100924,2025-06-18,TARPY,BUY,274,302.9,ILS,
C100968,2025-06-25,IULZ,SELL,-200,57.82,USD,3.17
C100588,2025-08-05,HZOM,BUY,326,58.46,USD,4.24
C100486,2025-09-01,JTOUV,BUY,55,64.54,ILS,
C100090,2025-08-01,NFOR,BUY,413,391.6,GBP,
C100941,2025-06-11,mknxr,BUY,340,180.64,EUR,
C100146,2025-07-10,VQPD,SELL,-388,345.37,GBP,
C100330,2025-07-07,GTYH,SELL,-174,268.2,ILS,
C100185,2025-08-13,ZTSC,SELL,-441,342.13,USD,5.15
C100003,2025-07-23,PWETB,SELL,-207,182.96,EUR,
C100002,2025-06-26,BWX,BUY,52,135.51,GBP,
C100581,2025-08-14,AKOAQ,BUY,436,267.1,ILS,
C100821,2025-06-17,ELSO,SELL,-402,382.82,USD,4.75
C100398,2025-06-18,AJOLB,BUY,62,211.54,USD,2.99
C100720,2025-07-10,WMF,BUY,112,117.84,EUR,
C100166,2025-07-15,LEWLT,BUY,313,156.66,GBP,
C100726,2025-07-07,DFPC,BUY,310,163.3,ILS,
C100738,2025-07-28,PDTOU,SELL,-303,186.36,EUR,
C100838,2025-08-12,URQYJ,SELL,-19,106.16,USD,4.65
C100809,2025-08-25,VUFA,SELL,-464,132.38,GBP,
C100903,2025-06-16,AKML,BUY,281,46.54,ILS,
C100225,2025-07-16,SBJ,BUY,328,261.47,GBP,
C100597,2025-07-03,SND,SELL,-181,117.38,EUR,
C100976,2025-08-27,VNH,BUY,462,386.65,EUR,
C100285,2025-07-09,GGOC,SELL,-151,53.3,ILS,
C100740,2025-08-07,PUFCF,BUY,92,140.28,USD,1.28
C100814,2025-06-16,QRS,BUY,381,342.4,USD,4.44
C100358,2025-08-04,RHI,BUY,282,132.52,USD,5.67
C100759,2025-06-11,LSCOB,BUY,465,332.12,USD,6.44
C100422,2025-07-07,CQBSZ,SELL,-118,314.55,GBP,
C100588,2025-06-12,AJOLB,SELL,-164,329.7,GBP,
C100658,2025-06-27,TEDO,BUY,405,71.14,USD,6.77
C100731,2025-07-11,FDNTE,BUY,362,227.31,GBP,
C100243,2025-07-21,DZI,BUY,350,98.16,GBP,
C100009,2025-07-28,WLW,BUY,205,34.53,EUR,
C100733,2025-06-10,NIACK,BUY,109,35.0,ILS,
C100269,2025-06-23,LKLY,SELL,-425,153.16,GBP,
C100457,2025-07-09,cqoac,SELL,-257,242.51,EUR,
C100274,2025-07-18,UCFR,SELL,-67,289.8,EUR,
C100972,2025-07-07,LRJLC,SELL,-356,210.23,ILS,
C100521,2025-07-03,ZTSC,BUY,407,43.01,ILS,
C100386,2025-06-10,DTBYQ,BUY,265,107.79,USD,6.65
C100327,2025-08-12,HZRHO,SELL,-60,309.63,GBP,
C100991,2025-07-22,CGR,BUY,352,358.92,GBP,
C100314,2025-06-17,JTON,BUY,298,136.9,EUR,
C100158,2025-06-16,IMG,SELL,-287,83.96,EUR,
C100384,2025-08-26,SMGRA,BUY,144,322.21,EUR,
C100862,2025-08-21,ITMNM,BUY,167,224.53,EUR,
C100115,2025-06-04,IIZ,SELL,-245,151.43,ILS,
C100438,2025-06-24,WRL,BUY,376,59.22,ILS,
C100234,2025-08-04,BTQGT,SELL,-360,165.64,USD,4.42
C100119,2025-07-21,UUE,BUY,494,224.5,USD,5.58
C100302,2025-07-08,BTSV,BUY,260,85.75,GBP,
C100920,2025-08-14,ZMMY,SELL,-338,161.79,USD,3.76
C100680,2025-06-20,YCYR,SELL,-142,242.76,EUR,
C100939,2025-08-26,HOO,SELL,-160,332.31,EUR,
C100532,2025-06-04,YTBXO,SELL,-159,344.28,GBP,
C100476,2025-07-18,QBZ,BUY,304,273.74,EUR,
C100044,2025-08-12,IZQLN,SELL,-134,355.55,GBP,
C100505,2025-07-04,NGXB,SELL,-82,397.66,GBP,
C100715,2025-07-15,VCX,SELL,-67,156.27,USD,3.8
C100719,2025-06-27,CPIKH,BUY,181,335.37,EUR,
C100396,2025-06-23,QUBR,SELL,-382,179.53,GBP,
C100249,2025-07-16,cqoac,SELL,-357,208.6,EUR,
C100124,2025-06-03,QEZLX,SELL,-399,3.21,GBP,
C100770,2025-06-26,GZUXF,BUY,267,383.34,USD,6.32
C100772,2025-08-06,AJDX,BUY,62,247.31,EUR,
C100177,2025-07-21,DGNK,BUY,369,393.24,USD,7.94
C100723,2025-06-04,NDFD,SELL,-346,168.78,ILS,
C100301,2025-07-15,ROBIQ,BUY,148,204.35,GBP,
C100909,2025-06-25,KCIRN,SELL,-120,131.97,EUR,
C100867,2025-07-29,CQBSZ,BUY,264,37.01,EUR,
C100522,2025-07-25,HOO,SELL,-285,244.44,USD,4.44
C100143,2025-07-07,DTBYQ,BUY,134,304.63,EUR,
C100139,2025-08-15,PZVHJ,SELL,-405,28.65,USD,5.69
C100882,2025-06-23,MURH,BUY,317,147.22,USD,6.08
C100948,2025-08-29,PNKI,SELL,-151,62.06,USD,1.84
C100397,2025-09-01,THP,BUY,401,268.45,GBP,
C100808,2025-06-25,IUNJ,BUY,244,261.39,ILS,
C100413,2025-06-20,MYA,BUY,171,350.5,USD,5.72
C100330,2025-06-03,ELK,BUY,67,299.94,ILS,
C100400,2025-07-23,HYRF,BUY,447,130.56,ILS,
C100204,2025-06-04,LKLY,SELL,-133,303.14,ILS,
C100485,2025-07-31,WMF,BUY,53,30.88,EUR,
C100881,2025-08-05,ANLR,SELL,-426,156.44,EUR,
C100223,2025-06-09,JLV,SELL,-182,257.14,GBP,
C100937,2025-07-04,ZDZW,BUY,275,223.78,EUR,
C100660,2025-07-07,DGFQX,BUY,189,169.44,GBP,
C100893,2025-07-23,WRL,SELL,-257,347.5,GBP,
C100249,2025-06-30,IRRD,BUY,305,278.84,GBP,
C100923,2025-06-17,DGFQX,SELL,-281,265.89,EUR,
C100484,2025-08-11,TMP,BUY,363,172.67,ILS,
C100257,2025-08-05,VHFUP,SELL,-165,308.63,ILS,
C100830,2025-09-01,MQH,SELL,-432,166.17,EUR,
C100407,2025-07-28,XREL,SELL,-479,211.53,USD,8.34
C100150,2025-06-18,ZGJ,BUY,489,307.95,USD,9.41
C100540,2025-08-14,SLRY,BUY,9,56.41,USD,2.13
C100404,2025-08-28,KEFPW,BUY,459,395.6,USD,8.02
C100805,2025-07-31,BUJ,SELL,-401,223.74,GBP,
C100365,2025-06-19,JTOUV,SELL,-407,189.16,GBP,
C100279,2025-07-21,VMN,BUY,215,335.8,EUR,
C100943,2025-06-13,ZHWU,SELL,-193,38.69,GBP,
C100322,2025-06-23,OOCZ,SELL,-54,298.75,EUR,
C100653,2025-06-27,ZQKZJ,BUY,346,199.71,GBP,
C100790,2025-07-18,ITQ,BUY,454,113.08,USD,5.12
